"Code_UAI","Code_INSEE","Code_EPCI","Nom_EPCI","Nom_Ecole","Type_Patrimoine","Proprietaire_FFO_Forme","Proprietaire_FFO_Denomination","Commune","Surface_M2","Annee_Construction","Statut_DPE","Annee_DPE","Classe_DPE","Conso_Annuelle_kWh","Conso_Specifique_kWh_M2","Facture_Annuelle_Euros","Economie_Annuelle_Euros","Economie_Realiste_Euros","Economie_Plancher_66pct_Euros","Modele_Financement","CAPEX_Total","CAPEX_HT_Euros","Subventions_Etat_Euros","Subventions_Pessimiste_Euros","Subventions_Optimiste_Euros","Subventions_Fourchette_Label","CEE_Euros","Part_Fonds_Euros","Part_Fonds_Pessimiste_Euros","Part_Fonds_Optimiste_Euros","Pack_CAPEX_Total","Pack_Gain_Net_Pessimiste_Total","Financement_Statut","Statut_Projet_EPCI","Package_ID","Argumentaire_Loi_ELAN","Argumentaire_MGPE_PD","MGPE_Loyer_Lt_Euros","MGPE_Redevance_Ft_Euros","MGPE_Part_Services_St_Euros","MGPE_Duree_Contrat_Ans","Gain_Net_Contractuel_Euros","Gain_Net_Annuel_Mairie_Euros","Gain_Net_Pessimiste_Euros","Gain_Net_Optimiste_Euros","Gain_Net_Fourchette_Label","Gain_Net_Plancher_66pct_Euros","Fonds_ROI_Annees","Fonds_ROI_Pessimiste_Annees","Fonds_ROI_Optimiste_Annees","Fonds_ROI_Fourchette_Label","Taux_Subvention_Pessimiste_Pct","Taux_Eco_Realiste_Pessimiste_Pct","Ratio_PAC_W_M2","Alerte_Surdimensionnement","Alerte_Surdimensionnement_Note","Score_Eligibilite_Closing","Closing_Temperature","Alerte_Financement","Email_Mairie","Artisan_Nom","Artisan_Distance_KM","Artisan_Email","Artisan_Tranche_Effectif","Artisan_Effectif_Label","Artisan_Effectif_Min","Type_Travaux","Puissance_PAC_kW","Ouvriers_Requis","Duree_Estimee_Semaines","Periode_Ideale_Chantier","Latitude","Longitude"
"0690776U","69243","200040566","200040566","Ecole élémentaire Radisson","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Tarare","1362","0","G (220 kWh/m²/an)","2020","G","299640","220","66490","29921","16457",,"fourchette","163440","136200","81720","81720","108960","81 720 € à 108 960 €","719","81001","81001","53761","894780","11736","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200040566","En tant que propriétaire du groupe scolaire Ecole élémentaire Radisson, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1362 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Tarare (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1362 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 12 717 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 81 720 € à 108 960 €. Gain net annuel mairie (fourchette) : 2 973 € à 12 627 €/an. ROI part fonds (fourchette) : 4.3 à 27.2 ans.","13484","9398","4086","12","16437","2973","2973","12627","2 973 € à 12 627 €/an","6264","27.2","27.2","4.3","4.3 à 27.2 ans","50","55","80","false",,"63","⚡ Tiède",,"mairie@ville-tarare.fr","ENTREPRISE D'ELECTRICITE DUBOST-RECORBET","14.9","contact@dubost-recorbet.fr","12","20 à 49 salariés","20","Rénovation Moyenne","109","6","6","Été 2026 + Automne 2026","45.89785461688606","4.434953553604571"
"0692474P","69289","246900575","246900575","Ecole élémentaire René Cassin","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Pierre-de-Chandieu","4432","1960","E (299 kWh/m²/an)","2020","E","1325168","299","294055","132325","92628",,"fourchette","797760","664800","358992","358992","531840","358 992 € à 531 840 €","3829","434939","434939","262091","4514460","121239","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-246900575","En tant que propriétaire du groupe scolaire Ecole élémentaire René Cassin, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 4432 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Pierre-de-Chandieu (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (4432 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 66 288 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 358 992 € à 531 840 €. Gain net annuel mairie (fourchette) : 22 218 € à 51 374 €/an. ROI part fonds (fourchette) : 5.1 à 19.6 ans.","70410","50466","19944","12","61915","22218","22218","51374","22 218 € à 51 374 €/an","16925","19.6","19.6","5.1","5.1 à 19.6 ans","45","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","84","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@mairie-stpierredechandieu.com","MERLIN ETUDE DEVELOPPEMENT THERMIQUE","7.7","f.gautier@merlin-vergnaud.fr","21","50 à 99 salariés","50","Rénovation Lourde","355","24","8","Été 2026 + Automne 2026","45.64630887107869","5.012208462527171"
"0692594V","69272","246900765","246900765","Ecole primaire Des Bonnières","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Communay","1357","0","D (241 kWh/m²/an)","2016","D","327173","241.1","72600","32670","17969",,"fourchette","162840","135700","73278","73278","108560","73 278 € à 108 560 €","716","88846","88846","53564","777660","6874","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-246900765","En tant que propriétaire du groupe scolaire Ecole primaire Des Bonnières, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1357 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Communay (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1357 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 13 538 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 73 278 € à 108 560 €. Gain net annuel mairie (fourchette) : 3 589 € à 14 725 €/an. ROI part fonds (fourchette) : 3.6 à 24.8 ans.","14380","10309","4071","12","18290","3589","3589","14725","3 589 € à 14 725 €/an","7182","24.8","24.8","3.6","3.6 à 24.8 ans","45","55","80.3","false",,"62","⚡ Tiède",,"mairie@communay.fr","SOCIETE D'EQUIPEMENT DE CHAUFFAGE ET DE PLOMBERIE","3.2","courrier@secp.fr","12","20 à 49 salariés","20","Rénovation Moyenne","109","6","6","Été 2026 + Automne 2026","45.604502092788884","4.837034598517978"
"0692404N","69287","246900575","246900575","Ecole maternelle Vercors","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Bonnet-de-Mure","2945","1970","E (220 kWh/m²/an)","2019","E","647900","220","143769","64696","45287",,"fourchette","530100","441750","238545","238545","353400","238 545 € à 353 400 €","2544","289011","289011","174156","4514460","121239","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-246900575","En tant que propriétaire du groupe scolaire Ecole maternelle Vercors, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2945 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Bonnet-de-Mure (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2945 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 44 047 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 238 545 € à 353 400 €. Gain net annuel mairie (fourchette) : -1 500 € à 16 712 €/an. ROI part fonds (fourchette) : — à 10.4 ans.","46787","33534","13253","12","17909","-1500","-1500","16712","-1 500 € à 16 712 €/an","-4088",,,"10.4","— à 10.4 ans","45","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","58","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mureinfocitoyen@saintbonnetdemure.com","MERLIN ETUDE DEVELOPPEMENT THERMIQUE","12.4","f.gautier@merlin-vergnaud.fr","21","50 à 99 salariés","50","Rénovation Lourde","236","12","11","Été 2026 + Automne 2026","45.695320086348644","5.029981670327335"
"0692465E","69283","200046977","200046977","Ecole primaire Paul Serres","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Mions","2441","1820","D (211 kWh/m²/an)","2020","D","515051","211","114290","51431","36002",,"fourchette","439380","366150","197721","197721","292920","197 721 € à 292 920 €","2109","239550","239550","144351","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire Ecole primaire Paul Serres, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2441 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Mions (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2441 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 36 509 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 197 721 € à 292 920 €. Gain net annuel mairie (fourchette) : -2 778 € à 12 207 €/an. ROI part fonds (fourchette) : — à 11.8 ans.","38780","27795","10985","12","12651","-2778","-2778","12207","-2 778 € à 12 207 €/an","-4836",,,"11.8","— à 11.8 ans","45","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","50","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","population@mions.fr","MERLIN ETUDE DEVELOPPEMENT THERMIQUE","11.9","f.gautier@merlin-vergnaud.fr","21","50 à 99 salariés","50","Rénovation Lourde","195","12","9","Été 2026 + Automne 2026","45.66705792963856","4.961999550161963"
"0692621Z","69271","200046977","200046977","Ecole primaire Les Tarentelles","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Chassieu","2061","1978","G (220 kWh/m²/an)","2021","G","453420","220","100614","45276","24902",,"fourchette","247320","206100","123660","123660","164880","123 660 € à 164 880 €","1088","122572","122572","81352","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire Ecole primaire Les Tarentelles, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2061 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Chassieu (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2061 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 19 243 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 123 660 € à 164 880 €. Gain net annuel mairie (fourchette) : 4 497 € à 19 106 €/an. ROI part fonds (fourchette) : 4.3 à 27.3 ans.","20405","14222","6183","12","24871","4497","4497","19106","4 497 € à 19 106 €/an","9477","27.3","27.3","4.3","4.3 à 27.3 ans","50","55","80.1","false",,"64","⚡ Tiède",,,"INDUSTHERM","15.4","contact@industherm.fr","21","50 à 99 salariés","50","Rénovation Moyenne","165","12","5","Été 2026 + Automne 2026","45.741202906599284","4.960990562201815"
"0692826X","69068","200046977","200046977","Ecole primaire Reverchon","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Couzon-au-Mont-d'Or","1630","1920","G (220 kWh/m²/an)","2020","G","358600","220","79573","35808","25066",,"fourchette","293400","244500","195600","195600","195600","195 600 € à 195 600 €","1408","96392","96392","96392","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire Ecole primaire Reverchon, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1630 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Couzon-au-Mont-d'Or (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1630 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 17 606 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 195 600 € à 195 600 €. Gain net annuel mairie (fourchette) : 6 547 € à 9 250 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","18519","11184","7335","12","17289","6547","6547","9250","6 547 € à 9 250 €/an","5114","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","79.8","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","77","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@couzonaumontdor.fr","SETIM","4.2","s.generaux@setim.pro","12","20 à 49 salariés","20","Rénovation Lourde","130","6","12","Été 2026 + Automne 2026","45.84287980152999","4.828899962861773"
"0692896Y","69291","246900765","246900765","Ecole primaire du Parc","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Saint-Symphorien-d'Ozon","2087","1957","E (220 kWh/m²/an)",,"Estimé","459140","220","101883","45847","32093",,"fourchette","375660","313050","169047","169047","250440","169 047 € à 250 440 €","1803","204810","204810","123417","777660","6874","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-246900765","En tant que propriétaire du groupe scolaire Ecole primaire du Parc, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2087 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Symphorien-d'Ozon (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2087 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 31 214 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 169 047 € à 250 440 €. Gain net annuel mairie (fourchette) : -1 063 € à 11 843 €/an. ROI part fonds (fourchette) : — à 10.4 ans.","33156","23764","9392","12","12691","-1063","-1063","11843","-1 063 € à 11 843 €/an","-2897",,,"10.4","— à 10.4 ans","45","70","80","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","60","⚡ Tiède","Risque sous-performance IPMVP : gain net mairie ≤ 0 au plancher 66 % (vérifier Lt et objectifs GPE) | PAC surdimensionnée pour bâtiment isolé (ITE) : 80 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@saintsymphoriendozon.fr","HERVE THERMIQUE","9","accueil-lyon@herve-thermique.com","22","100 à 199 salariés","100","Rénovation Lourde","167","12","7","Été 2026 + Automne 2026","45.635175176056705","4.854069247762184"
"0690457X","69064","200077014","200077014","Ecole maternelle","Mairie / Hôtel de ville","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Condrieu","2249","0","D (212 kWh/m²/an)","2019","D","476293","211.78","105689","47560","26158",,"fourchette","269880","224900","121446","121446","179920","121 446 € à 179 920 €","1187","147247","147247","88773","2794620","72680","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200077014","En tant que propriétaire du groupe scolaire Ecole maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2249 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Condrieu (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2249 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 22 436 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 121 446 € à 179 920 €. Gain net annuel mairie (fourchette) : 2 326 € à 19 464 €/an. ROI part fonds (fourchette) : 4.6 à 63.3 ans.","23832","17085","6747","12","23728","2326","2326","19464","2 326 € à 19 464 €/an","7558","63.3","63.3","4.6","4.6 à 63.3 ans","45","55","80","false",,"46","❄ Froid",,"mairie@condrieu.fr","HERVE THERMIQUE","23.5","accueil-lyon@herve-thermique.com","22","100 à 199 salariés","100","Rénovation Moyenne","180","12","5","Été 2026 + Automne 2026","45.46357526894763","4.768204781926439"
"0690838L","69003","200046977","200046977","Ecole primaire Les Frères Voisin","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Albigny-sur-Saône","1828","0","G (220 kWh/m²/an)","2020","G","402160","220","89239","40158","22087",,"fourchette","219360","182800","146240","146240","146240","146 240 € à 146 240 €","965","72155","72155","72155","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire Ecole primaire Les Frères Voisin, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1828 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Albigny-sur-Saône (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1828 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 13 172 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 146 240 € à 146 240 €. Gain net annuel mairie (fourchette) : 8 231 € à 16 947 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","13856","8372","5484","12","26302","8231","8231","16947","8 231 € à 16 947 €/an","12648","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","79.9","false",,"78","🔥 Chaud",,"accueil@mairie-albignysursaone.fr","SPIE BATIGNOLLES ENERGIE","3.6","nasradine.boulala@spiebatignolles.fr","12","20 à 49 salariés","20","Rénovation Moyenne","146","6","9","Été 2026 + Automne 2026","45.8668657183877","4.832163127454268"
"0690852B","69143","200046977","200046977","Ecole primaire Lucie Guimet","Enseignement","ETAT","MINISTERE DE L'EDUCATION NATIONALE","Neuville-sur-Saône","2695","0","E (319 kWh/m²/an)","2019","E","859705","319","190769","85846","47215",,"fourchette","323400","269500","145530","145530","215600","145 530 € à 215 600 €","1423","176447","176447","106377","9739200","248181","FINANÇABLE_SOLO","PROJET_GLOBAL_VALIDE","SOLO","En tant que propriétaire du groupe scolaire Ecole primaire Lucie Guimet, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2695 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Neuville-sur-Saône (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2695 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 26 886 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 145 530 € à 215 600 €. Gain net annuel mairie (fourchette) : 18 657 € à 44 965 €/an. ROI part fonds (fourchette) : 2.4 à 9.5 ans.","28558","20473","8085","12","57288","18657","18657","44965","18 657 € à 44 965 €/an","28100","9.5","9.5","2.4","2.4 à 9.5 ans","45","55","80.1","false",,"82","🔥 Chaud",,"accueil@mairie-neuvillesursaone.fr","SPIE BATIGNOLLES ENERGIE","2.5","nasradine.boulala@spiebatignolles.fr","12","20 à 49 salariés","20","Rénovation Moyenne","216","12","6","Été 2026 + Automne 2026","45.87601308537465","4.842168345232793"
